category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;basisOfRecord;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter;Kingdom;Phylum;Class;Order;Family;Genus;FamilieNavn;OrdenNavn
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;1950;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;17.05.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;580;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Ingunn Tombre|Johnny Bakken;25.07.2017 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;33;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA-prosjekt.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Ingunn Tombre|Johnny Bakken;29.07.2017 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;40;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA-prosjekt.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Ingunn Tombre|Johnny Bakken;30.07.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;48;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
NT;3607;Cepphus grylle;teist;Fugler;Stig  Rasmussen;22.03.2022 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Alcidae;Cepphus;alkefamilien;vade-, måke- og alkefugler
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;22.03.2022 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;7;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Ole Lykke Henriksen;12.04.2022 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Ole Lykke Henriksen;12.04.2022 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;4;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
LC;3694;Larus marinus;svartbak;Fugler;Ole Lykke Henriksen;12.04.2022 00:00:00;Jennestadosen, Sandstrand, Sortland, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,748964;15,321872;POINT (513020 7626405);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;4162;Corvus corax;ravn;Fugler;Eirik Kristoffersen|Elisabeth Josefine Sommer;07.09.2022 00:00:00;Bygdnes, Sortland, No;200.0;Sortland;Nordland;30;HumanObservasjon;68,732454;15,399415;POINT (516168 7624583);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Johnny Bakken;30.04.2023 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;33;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
VU;3681;Larus canus;fiskemåke;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;6;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1986"", ""LastYearCount"":""1998"", ""LastIndividualCount"":""3""}""";;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;3684;Larus fuscus;sildemåke;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;0;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1997"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""0""}""";;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;3694;Larus marinus;svartbak;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;6;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1986"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""2""}""";;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;3525;Mergus serrator;siland;Fugler;Jan Olav Nybo|Ken Adelsten Jensen;07.09.2023 00:00:00;Jennestadosen, Jennestad, Sortland, No;50.0;Sortland;Nordland;19;HumanObservasjon;68,747522;15,322438;POINT (513043 7626244);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;andefamilien;andefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Jan Olav Nybo|Ken Adelsten Jensen;07.09.2023 00:00:00;Jennestadosen, Jennestad, Sortland, No;50.0;Sortland;Nordland;6;HumanObservasjon;68,747522;15,322438;POINT (513043 7626244);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;18.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;8;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;05.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;27;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;02.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;16;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;07.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;45;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;274;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;02.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;120;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;07.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;210;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;16.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;260;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;07.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;520;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;18.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;68;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
EN;3773;Numenius arquata;storspove;Fugler;Christopher Reppe;20.06.2023 00:00:00;Ånstadsjøen, Sortland, No;15.0;Sortland;Nordland;2;HumanObservasjon;68,730508;15,405128;POINT (516401 7624367);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;snipefamilien;vade-, måke- og alkefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ulf Emil Rakvaag;13.05.2024 00:00:00;Vesterålsveien, Sortland, No;25.0;Sortland;Nordland;1;HumanObservasjon;68,730371;15,405586;POINT (516420 7624352);species;feeding;1 stk leucistisk hvitkinngås i flokk på cirka 400 individer. Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
VU;185920;Chloris chloris;grønnfink;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;4;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Chloris;finkefamilien;spurvefugler
NT;4397;Passer domesticus;gråspurv;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;10;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Passeriformes;Passeridae;Passer;spurvefamilien;spurvefugler
NT;4426;Sturnus vulgaris;stær;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;2;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Passeriformes;Sturnidae;Sturnus;stærfamilien;spurvefugler
VU;185920;Chloris chloris;grønnfink;Fugler;Ørnulf Nielsen;30.01.2022 00:00:00;Jægtbogen;;Sortland;Nordland;3;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Chloris;finkefamilien;spurvefugler
LC;4550;Turdus merula;svarttrost;Fugler;Ørnulf Nielsen;30.01.2022 00:00:00;Jægtbogen;;Sortland;Nordland;1;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Turdidae;Turdus;trostefamilien;spurvefugler
LC;4140;Bombycilla garrulus;sidensvans;Fugler;Ann Britt Pilegaard-Simonsen;07.08.2024 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;8;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Bombycillidae;Bombycilla;sidensvansfamilien;spurvefugler
VU;185920;Chloris chloris;grønnfink;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;10;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Chloris;finkefamilien;spurvefugler
LC;185969;Acanthis flammea;gråsisik;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;25;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Acanthis;finkefamilien;spurvefugler
LC;4372;Parus major;kjøttmeis;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;5;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Paridae;Parus;meisefamilien;spurvefugler
CR;3654;Vanellus vanellus;vipe;Fugler;Ulf Emil Rakvaag;26.04.2024 00:00:00;Vesterålsveien, Sortland, No;25.0;Sortland;Nordland;1;HumanObservasjon;68,730371;15,405586;POINT (516420 7624352);species;;Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Vanellus;lofamilien;vade-, måke- og alkefugler
LC;3887;Haliaeetus albicilla;havørn;Fugler;User 209263;12.07.2024 00:00:00;Sortland;;Sortland;Nordland;1;HumanObservasjon;68,73417;15,395869;POINT (516023 7624773);species;;http://www.gbif.org/occurrence/4932704622;;Yes;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Haliaeetus;haukefamilien;haukefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;03.05.2024 00:00:00;SelnesÅnstadBygd, Sortland, No;300.0;Sortland;Nordland;34;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;05.05.2024 00:00:00;SelnesÅnstadBygd, Sortland, No;300.0;Sortland;Nordland;89;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2024 00:00:00;Sandstrand, Sortland, No;300.0;Sortland;Nordland;520;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;17.05.2024 00:00:00;Sandstrand, Sortland, No;300.0;Sortland;Nordland;550;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
EN;3773;Numenius arquata;storspove;Fugler;Johnny Bakken;03.04.2025 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;7;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;snipefamilien;vade-, måke- og alkefugler
EN;3838;Sterna hirundo;makrellterne;Fugler;Tone M. Bjørstad;20.05.2007 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna;måkefamilien;vade-, måke- og alkefugler
CR;3654;Vanellus vanellus;vipe;Fugler;Tone M. Bjørstad;09.04.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Vanellus;lofamilien;vade-, måke- og alkefugler
LC;3471;Anser anser;grågås;Fugler;Tone M. Bjørstad;09.04.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
EN;3838;Sterna hirundo;makrellterne;Fugler;Tone M. Bjørstad;21.05.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna;måkefamilien;vade-, måke- og alkefugler
NT;4275;Delichon urbicum;taksvale;Fugler;Tone M. Bjørstad;24.05.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Passeriformes;Hirundinidae;Delichon;svalefamilien;spurvefugler
LC;3471;Anser anser;grågås;Fugler;Tone M. Bjørstad;12.04.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Tone M. Bjørstad;12.04.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Tone M. Bjørstad;01.04.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
LC;3510;Cygnus cygnus;sangsvane;Fugler;Tone M. Bjørstad;09.05.2010 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Cygnus;andefamilien;andefugler
LC;4332;Motacilla alba;linerle;Fugler;Tone M. Bjørstad;27.04.2013 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;erlefamilien;spurvefugler
EN;3705;Rissa tridactyla;krykkje;Fugler;obsr3317920;09.08.2023 00:00:00;Greenland Sea;;Sortland;Nordland;5;HumanObservasjon;68,75015;15,348347;POINT (514090 7626543);species;;http://www.gbif.org/occurrence/4786135583;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Rissa;måkefamilien;vade-, måke- og alkefugler
